Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,24.0,2022-12-11,20-277,HOU,MIL,0,10.533333333333331,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.6,-4,1.0,1.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,62.0,3.4444444444444446,1.6000000000000003,63.1,3.5055555555555555,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-9),L (-9)
27.0,25.0,2022-12-13,20-279,HOU,PHO,0,10.15,0.0,0.0,,0.0,0.0,,0,0.0,,2.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,5.3,0,0.0,0.0,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,55.0,3.055555555555556,5.3,57.8,3.211111111111111,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,W (+5),W (+5)
28.0,26.0,2022-12-15,20-281,HOU,MIA,0,20.0,1.0,1.0,1.000,0.0,0.0,,0,2.0,.000,5.0,4.0,9.0,3.0,0.0,0.0,0.0,1.0,2.0,7.3,+12,1.0,1.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,60.0,3.333333333333333,7.3,71.6,3.9777777777777774,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,W (+14),W (+14)
29.0,27.0,2022-12-17,20-283,HOU,POR,0,11.466666666666669,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,4.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,6.3,-8,2.0,1.0,0.5,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,40.0,2.2222222222222223,5.899999999999999,48.69999999999998,2.7055555555555544,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-3),L (-3)
30.0,28.0,2022-12-19,20-285,HOU,SAS,0,14.716666666666669,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.5,-5,4.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,60.0,3.333333333333333,-0.5000000000000006,82.8,4.6,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-12),L (-12)
31.0,29.0,2022-12-21,20-287,HOU,ORL,0,12.6,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,-13,1.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,67.0,3.7222222222222223,0.6000000000000001,70.10000000000001,3.894444444444445,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-19),L (-19)
32.0,30.0,2022-12-23,20-289,HOU,DAL,0,13.016666666666667,1.0,3.0,.333,0.0,0.0,,0,0.0,,6.0,3.0,9.0,3.0,0.0,0.0,1.0,2.0,2.0,5.7,-7,3.0,1.0,0.3333333333333333,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,52.0,2.888888888888889,5.7,68.89999999999999,3.8277777777777775,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-6),L (-6)
33.0,31.0,2022-12-26,20-292,HOU,CHI,0,9.583333333333334,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.5,-6,1.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,89.0,4.944444444444445,1.5,102.2,5.677777777777778,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-6),L (-6)
34.0,32.0,2022-12-27,20-293,HOU,BOS,0,13.25,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-10,2.0,1.0,0.5,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,49.0,2.7222222222222223,3.0,60.39999999999999,3.355555555555555,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,W (+15),W (+15)
35.0,33.0,2022-12-29,20-295,HOU,DAL,0,19.766666666666666,4.0,5.0,.800,1.0,2.0,.500,0,1.0,.000,4.0,5.0,9.0,1.0,2.0,0.0,0.0,2.0,9.0,12.9,+7,3.0,3.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,50.0,2.7777777777777777,12.899999999999997,56.00000000000001,3.111111111111112,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-24),L (-24)
36.0,34.0,2022-12-31,20-297,HOU,NYK,0,19.516666666666666,2.0,5.0,.400,0.0,3.0,.000,1,2.0,.500,1.0,7.0,8.0,0.0,0.0,2.0,1.0,2.0,5.0,4.3,+1,2.0,2.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,38.0,2.111111111111111,3.9,40.39999999999999,2.244444444444444,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-15),L (-15)
37.0,35.0,2023-01-02,20-299,HOU,DAL,0,11.45,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,5.9,-3,2.0,2.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,49.0,2.7222222222222223,5.1,52.70000000000001,2.9277777777777785,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-20),L (-20)
38.0,36.0,2023-01-04,20-301,HOU,NOP,0,10.416666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,4.0,4.0,2.0,-0.3,-17,2.0,1.0,0.5,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,59.0,3.2777777777777777,-0.3000000000000011,65.5,3.638888888888889,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-5),L (-5)
39.0,37.0,2023-01-05,20-302,HOU,UTA,0,15.516666666666667,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,3.5,-16,2.0,2.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,46.0,2.555555555555556,3.500000000000001,58.400000000000006,3.244444444444445,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-11),L (-11)
40.0,38.0,2023-01-08,20-305,HOU,MIN,0,9.233333333333333,1.0,1.0,1.000,0.0,0.0,,1,1.0,1.000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.7,+5,1.0,1.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,50.0,2.7777777777777777,3.3,54.5,3.0277777777777777,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-17),L (-17)
41.0,39.0,2023-01-11,20-308,HOU,SAC,0,6.083333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,-0.3,-6,0.0,0.0,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,72.0,4.0,-0.3,67.1,3.7277777777777774,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-8),L (-8)
42.0,40.0,2023-01-13,20-310,HOU,SAC,0,16.066666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.7,-21,1.0,1.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,48.0,2.6666666666666665,1.6999999999999995,64.29999999999998,3.572222222222221,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,,
43.0,41.0,2023-01-15,20-312,HOU,LAC,0,14.416666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,1.8,-8,1.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,36.0,2.0,1.7999999999999996,47.2,2.6222222222222222,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-20),L (-20)
44.0,42.0,2023-01-16,20-313,HOU,LAL,0,10.666666666666666,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,-2,3.0,2.0,0.6666666666666666,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,70.0,3.888888888888889,4.0,74.0,4.111111111111111,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-25),L (-25)
45.0,43.0,2023-01-18,20-315,HOU,CHO,0,8.766666666666667,0.0,1.0,.000,0.0,0.0,,0,2.0,.000,2.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,-7,1.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,62.0,3.4444444444444446,-4.440892098500626e-16,73.60000000000001,4.0888888888888895,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-21),L (-21)
46.0,44.0,2023-01-21,20-318,HOU,MIN,0,10.9,0.0,2.0,.000,0.0,0.0,,0,0.0,,2.0,5.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,3.2,-4,2.0,0.0,0.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,41.0,2.2777777777777777,3.2,49.6,2.7555555555555555,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-8),L (-8)
47.0,45.0,2023-01-23,20-320,HOU,MIN,0,2.0166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-4,0.0,0.0,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,54.0,3.0,-0.4,69.6,3.866666666666666,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-5),L (-5)
48.0,,2023-01-25,20-322,HOU,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,,68.0,3.7777777777777777,0.0,72.3,4.016666666666667,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-9),L (-9)
49.0,,2023-01-26,20-323,HOU,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,,50.0,2.7777777777777777,0.0,58.99999999999999,3.277777777777777,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,W (+5),W (+5)
50.0,46.0,2023-01-28,20-325,HOU,DET,0,19.433333333333334,3.0,3.0,1.000,2.0,2.0,1.000,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,9.6,+9,1.0,1.0,1.0,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,40.0,2.2222222222222223,9.599999999999998,48.2,2.677777777777778,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-5),L (-5)
51.0,,2023-02-01,20-329,HOU,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,,57.0,3.1666666666666665,0.0,59.2,3.288888888888889,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,L (-18),L (-18)
52.0,,2023-02-03,20-331,HOU,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,68,30,24,54,4,41,39,72,27,71,57,75,57,75,5,29,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,,0.9066666666666666,0.967741935483871,0.6153846153846154,0.9473684210526316,1.0,0.5942028985507246,0.7222222222222222,0.9113924050632912,0.8709677419354839,0.9342105263157896,0.890625,0.9146341463414634,0.9661016949152542,0.9146341463414634,1.0,0.935483870967742,,9,29,36.0,10.0,34.0,0.25,0.0,0.0,18,,41.0,2.2777777777777777,0.0,54.39999999999999,3.0222222222222217,12.9,1.8,-1.4,-2.0,0.6,0.0247770069375619,0.569,0.333,0.266,0.2,0.9,W (+3),W (+3)
