Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
63.0,44.0,2023-02-24,25-230,CLE,ATL,0,26.28333333333333,2.0,5.0,.400,1.0,2.0,.500,2,2.0,1.000,3.0,2.0,5.0,4.0,2.0,0.0,0.0,1.0,7.0,11.4,+8,3.0,1.0,0.3333333333333333,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,74.0,4.625,10.599999999999996,105.8,6.6125,0.0356328082563824,,
64.0,45.0,2023-02-26,25-232,CLE,TOR,0,4.7,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,-1,1.0,0.0,0.0,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,2.0,92.0,5.75,0.5999999999999999,101.4,6.3375,0.0356328082563824,L (-6),L (-6)
65.0,,2023-03-01,25-235,CLE,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,80.0,5.0,0.0,106.10000000000002,6.631250000000001,0.0356328082563824,L (-6),L (-6)
66.0,46.0,2023-03-04,25-238,CLE,DET,0,22.066666666666663,4.0,8.0,.500,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,5.8,+12,7.0,4.0,0.5714285714285714,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,83.0,5.1875,5.799999999999999,98.5,6.15625,0.0356328082563824,L (-17),L (-17)
67.0,47.0,2023-03-06,25-240,CLE,BOS,0,17.15,3.0,5.0,.600,1.0,2.0,.500,1,2.0,.500,6.0,2.0,8.0,1.0,0.0,0.0,2.0,1.0,8.0,8.4,+18,3.0,2.0,0.6666666666666666,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,80.0,5.0,7.9999999999999964,92.4,5.775,0.0356328082563824,W (+25),W (+25)
68.0,48.0,2023-03-08,25-242,CLE,MIA,0,26.5,2.0,7.0,.286,0.0,3.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,3.8,-8,4.0,2.0,0.5,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,66.0,4.125,3.0,82.7,5.16875,0.0356328082563824,L (-4),L (-4)
69.0,49.0,2023-03-10,25-244,CLE,MIA,0,24.716666666666665,2.0,5.0,.400,1.0,3.0,.333,3,4.0,.750,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,+2,2.0,1.0,0.5,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,61.0,3.8125,4.800000000000002,79.1,4.94375,0.0356328082563824,W (+24),W (+24)
70.0,50.0,2023-03-12,25-246,CLE,CHO,1,30.116666666666667,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,1.0,5.0,6.0,0.0,1.0,1.0,0.0,5.0,9.0,8.3,+7,5.0,3.0,0.6,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,49.0,3.0625,8.299999999999999,76.10000000000001,4.7562500000000005,0.0356328082563824,W (+4),W (+4)
71.0,51.0,2023-03-14,25-248,CLE,CHO,1,25.75,4.0,8.0,.500,1.0,1.0,1.000,2,2.0,1.000,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,9.7,+13,7.0,3.0,0.4285714285714285,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,79.0,4.9375,8.899999999999999,102.4,6.4,0.0356328082563824,W (+4),W (+4)
72.0,52.0,2023-03-15,25-249,CLE,PHI,1,11.9,2.0,4.0,.500,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.6,-9,1.0,0.0,0.0,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,51.0,3.1875,4.6,73.0,4.5625,0.0356328082563824,L (-4),L (-4)
73.0,53.0,2023-03-17,25-251,CLE,WAS,1,21.183333333333334,4.0,6.0,.667,0.0,1.0,.000,1,2.0,.500,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,9.0,8.9,-7,5.0,4.0,0.8,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,79.0,4.9375,8.499999999999998,90.9,5.68125,0.0356328082563824,W (+6),W (+6)
74.0,54.0,2023-03-21,25-255,CLE,BRK,0,5.85,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,-5,0.0,0.0,,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,0.0,75.0,4.6875,-0.8,99.60000000000002,6.225000000000001,0.0356328082563824,W (+16),W (+16)
75.0,55.0,2023-03-23,25-257,CLE,BRK,0,3.6833333333333336,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-8,1.0,0.0,0.0,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,2.0,71.0,4.4375,2.3,94.5,5.90625,0.0356328082563824,L (-9),L (-9)
76.0,56.0,2023-03-26,25-260,CLE,HOU,0,9.883333333333333,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.1,-4,2.0,1.0,0.5,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,3.0,90.0,5.625,1.1,123.7,7.73125,0.0356328082563824,W (+23),W (+23)
77.0,57.0,2023-03-28,25-262,CLE,ATL,1,40.66666666666666,2.0,6.0,.333,0.0,0.0,,0,2.0,.000,3.0,6.0,9.0,0.0,0.0,1.0,0.0,3.0,4.0,3.2,+5,6.0,2.0,0.3333333333333333,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,78.0,4.875,3.2,104.8,6.55,0.0356328082563824,W (+6),W (+6)
78.0,58.0,2023-03-31,25-265,CLE,NYK,1,24.48333333333333,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,1.0,6.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,1.2,-8,3.0,1.0,0.3333333333333333,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,88.0,5.5,1.2000000000000006,105.7,6.60625,0.0356328082563824,W (+2),W (+2)
79.0,59.0,2023-04-02,25-267,CLE,IND,0,12.3,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6,-2,1.0,1.0,1.0,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,81.0,5.0625,0.5999999999999996,102.6,6.4125,0.0356328082563824,W (+17),W (+17)
80.0,60.0,2023-04-04,25-269,CLE,ORL,0,10.15,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.3,-4,1.0,0.0,0.0,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,78.0,4.875,3.500000000000001,97.9,6.11875,0.0356328082563824,L (-2),L (-2)
81.0,61.0,2023-04-06,25-271,CLE,ORL,1,31.366666666666667,5.0,14.0,.357,2.0,5.0,.400,1,2.0,.500,1.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,13.0,9.0,+13,9.0,3.0,0.3333333333333333,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,6.0,61.0,3.8125,8.599999999999998,63.20000000000001,3.9500000000000006,0.0356328082563824,L (-14),L (-14)
82.0,62.0,2023-04-09,25-274,CLE,CHO,0,18.716666666666665,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.5,-12,3.0,1.0,0.3333333333333333,56,57,52,28,48,3,59,56,9,51,29,19,38,29,28,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.7567567567567568,0.7402597402597403,0.7536231884057971,0.6363636363636364,0.7058823529411765,1.0,0.7468354430379747,0.7368421052631579,0.75,0.75,0.4677419354838709,0.8636363636363636,0.7916666666666666,0.8787878787878788,0.7567567567567568,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,5.0,52.0,3.25,2.5000000000000004,59.59999999999999,3.724999999999999,0.0356328082563824,W (+10),W (+10)
