Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Shared Games with Reggie Jackson,Shared Games with Dewayne Dedmon,Danuel House Jr.,De'Anthony Melton,Dewayne Dedmon,Furkan Korkmaz,Georges Niang,Grant Williams,Jaden Springer,James Harden,Joel Embiid,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Grant Williams,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,co_inf with Dewayne Dedmon,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
34.0,34.0,2022-12-26,24-329,CHO,POR,0,15.466666666666669,3.0,7.0,.429,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,3.2,-2,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,2.0,80.0,2.3529411764705883,3.2,82.9,2.438235294117648,0.016934801016088,W (+4),W (+4)
35.0,35.0,2022-12-27,24-330,CHO,GSW,0,25.916666666666668,3.0,6.0,.500,3.0,6.0,.500,3,4.0,.750,0.0,7.0,7.0,3.0,0.0,0.0,1.0,3.0,12.0,10.6,+4,0.0,0.0,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,11.0,84.0,2.4705882352941178,9.4,84.29999999999998,2.479411764705882,0.016934801016088,L (-11),L (-11)
36.0,36.0,2022-12-29,24-332,CHO,OKC,0,22.016666666666666,5.0,7.0,.714,2.0,3.0,.667,0,1.0,.000,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,12.0,9.5,0,4.0,3.0,0.75,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,8.0,84.0,2.4705882352941178,9.499999999999998,88.50000000000001,2.6029411764705888,0.016934801016088,L (-5),L (-5)
37.0,37.0,2022-12-31,24-334,CHO,BRK,0,28.05,4.0,8.0,.500,1.0,5.0,.200,1,1.0,1.000,2.0,4.0,6.0,3.0,0.0,0.0,0.0,3.0,10.0,9.5,-12,3.0,3.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,10.0,84.0,2.4705882352941178,9.099999999999998,95.3,2.802941176470588,0.016934801016088,W (+8),W (+8)
38.0,38.0,2023-01-02,24-336,CHO,LAL,0,31.3,4.0,10.0,.400,0.0,4.0,.000,2,2.0,1.000,1.0,6.0,7.0,2.0,3.0,1.0,2.0,2.0,10.0,9.4,+18,6.0,4.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,9.0,72.0,2.117647058823529,8.599999999999994,87.69999999999999,2.579411764705882,0.016934801016088,L (-17),L (-17)
39.0,39.0,2023-01-04,24-338,CHO,MEM,1,27.4,6.0,11.0,.545,1.0,5.0,.200,3,4.0,.750,0.0,7.0,7.0,0.0,2.0,2.0,3.0,1.0,16.0,12.4,-27,6.0,5.0,0.8333333333333334,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,9.0,85.0,2.5,11.2,90.9,2.673529411764706,0.016934801016088,L (-6),L (-6)
40.0,40.0,2023-01-06,24-340,CHO,MIL,1,32.4,3.0,8.0,.375,0.0,3.0,.000,5,5.0,1.000,0.0,9.0,9.0,2.0,2.0,1.0,0.0,2.0,11.0,12.6,+20,5.0,3.0,0.6,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,12.0,115.0,3.3823529411764706,10.599999999999996,119.9,3.5264705882352945,0.016934801016088,L (-24),L (-24)
41.0,41.0,2023-01-08,24-342,CHO,IND,1,34.15,7.0,14.0,.500,2.0,5.0,.400,1,2.0,.500,2.0,4.0,6.0,1.0,1.0,1.0,4.0,3.0,17.0,9.4,-6,9.0,5.0,0.5555555555555556,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,6.0,70.0,2.0588235294117645,8.999999999999996,70.5,2.073529411764706,0.016934801016088,W (+29),W (+29)
42.0,42.0,2023-01-10,24-344,CHO,TOR,1,29.266666666666666,3.0,7.0,.429,1.0,2.0,.500,4,6.0,.667,0.0,7.0,7.0,2.0,1.0,1.0,2.0,5.0,11.0,7.7,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,7.0,69.0,2.0294117647058822,6.1,86.5,2.544117647058824,0.016934801016088,,
43.0,43.0,2023-01-12,24-346,CHO,TOR,1,27.83333333333333,4.0,11.0,.364,1.0,5.0,.200,1,2.0,.500,0.0,5.0,5.0,0.0,1.0,0.0,5.0,4.0,10.0,-0.6,-16,6.0,3.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,-2.0,83.0,2.4411764705882355,-1.0,88.09999999999998,2.5911764705882345,0.016934801016088,L (-5),L (-5)
44.0,44.0,2023-01-14,24-348,CHO,BOS,1,27.916666666666668,4.0,8.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,4.9,-12,6.0,3.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,2.0,78.0,2.294117647058824,4.9,96.2,2.8294117647058825,0.016934801016088,L (-12),L (-12)
45.0,45.0,2023-01-16,24-350,CHO,BOS,1,35.416666666666664,9.0,15.0,.600,5.0,7.0,.714,3,3.0,1.000,2.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,26.0,22.1,-4,8.0,4.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,13.0,83.0,2.4411764705882355,20.9,79.1,2.326470588235294,0.016934801016088,L (-10),L (-10)
46.0,46.0,2023-01-18,24-352,CHO,HOU,1,34.9,6.0,11.0,.545,0.0,5.0,.000,0,0.0,,0.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,12.0,13.3,+13,6.0,6.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,12.0,75.0,2.2058823529411766,13.300000000000002,92.99999999999996,2.735294117647057,0.016934801016088,L (-16),L (-16)
47.0,47.0,2023-01-21,24-355,CHO,ATL,1,24.08333333333333,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,7.0,3.0,+14,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,3.0,84.0,2.4705882352941178,3.0,100.4,2.9529411764705884,0.016934801016088,L (-12),L (-12)
48.0,48.0,2023-01-23,24-357,CHO,UTA,1,28.1,4.0,9.0,.444,0.0,2.0,.000,1,2.0,.500,1.0,8.0,9.0,3.0,1.0,1.0,3.0,4.0,9.0,6.2,-2,7.0,4.0,0.5714285714285714,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,9.0,82.0,2.411764705882353,5.799999999999995,99.70000000000002,2.932352941176472,0.016934801016088,W (+5),W (+5)
49.0,49.0,2023-01-24,24-358,CHO,PHO,1,34.3,7.0,16.0,.438,1.0,5.0,.200,0,0.0,,2.0,8.0,10.0,2.0,3.0,0.0,3.0,5.0,15.0,9.8,-20,11.0,6.0,0.5454545454545454,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,11.0,61.0,1.7941176470588236,9.799999999999995,63.1,1.8558823529411763,0.016934801016088,W (+4),W (+4)
50.0,50.0,2023-01-26,24-360,CHO,CHI,0,26.25,2.0,7.0,.286,0.0,1.0,.000,1,2.0,.500,1.0,5.0,6.0,2.0,0.0,1.0,0.0,1.0,5.0,4.4,+8,6.0,2.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,5.0,71.0,2.088235294117647,4.0,68.60000000000001,2.01764705882353,0.016934801016088,L (-18),L (-18)
51.0,51.0,2023-01-29,24-363,CHO,MIA,0,25.116666666666667,1.0,6.0,.167,0.0,5.0,.000,0,0.0,,0.0,7.0,7.0,1.0,0.0,0.0,3.0,3.0,2.0,-3.2,+3,1.0,1.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,1.0,86.0,2.5294117647058822,-3.2,107.89999999999998,3.1735294117647053,0.016934801016088,L (-31),L (-31)
52.0,52.0,2023-01-31,25-000,CHO,MIL,0,24.6,5.0,13.0,.385,3.0,7.0,.429,2,3.0,.667,1.0,5.0,6.0,1.0,1.0,0.0,2.0,3.0,15.0,8.2,-10,6.0,2.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,5.0,51.0,1.5,7.399999999999999,60.00000000000001,1.7647058823529411,0.016934801016088,W (+15),W (+15)
