Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
54.0,,2023-02-06,27-361,MIL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,91.0,4.789473684210527,0.0,93.70000000000002,4.931578947368422,0.1029304411304619,W (+1),W (+1)
55.0,,2023-02-09,27-364,MIL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,75.0,3.947368421052632,0.0,86.8,4.568421052631579,0.1029304411304619,W (+8),W (+8)
56.0,,2023-02-10,28-000,MIL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,86.0,4.526315789473684,0.0,95.0,5.0,0.1029304411304619,W (+19),W (+19)
57.0,,2023-02-14,28-004,MIL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,75.0,3.947368421052632,0.0,90.1,4.742105263157894,0.1029304411304619,W (+9),W (+9)
58.0,,2023-02-16,28-006,MIL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,81.0,4.2631578947368425,0.0,87.39999999999998,4.599999999999999,0.1029304411304619,W (+13),W (+13)
59.0,48.0,2023-02-24,28-014,MIL,MIA,0,21.8,7.0,11.0,.636,1.0,3.0,.333,3,3.0,1.000,2.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,18.0,17.9,+12,8.0,6.0,0.75,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,16.0,65.0,3.421052631578948,16.7,73.10000000000001,3.847368421052632,0.1029304411304619,W (+6),W (+6)
60.0,49.0,2023-02-26,28-016,MIL,PHO,1,21.416666666666668,3.0,7.0,.429,0.0,1.0,.000,4,4.0,1.000,3.0,3.0,6.0,0.0,0.0,1.0,2.0,2.0,10.0,7.2,-1,6.0,3.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,44.0,2.3157894736842106,5.6000000000000005,54.60000000000001,2.8736842105263163,0.1029304411304619,W (+12),W (+12)
61.0,50.0,2023-02-28,28-018,MIL,BRK,0,15.716666666666669,2.0,7.0,.286,1.0,2.0,.500,1,3.0,.333,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,6.0,4.6,0,5.0,1.0,0.2,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,81.0,4.2631578947368425,4.199999999999999,88.50000000000001,4.657894736842106,0.1029304411304619,W (+29),W (+29)
62.0,51.0,2023-03-01,28-019,MIL,ORL,0,17.166666666666668,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,-1.0,-9,4.0,0.0,0.0,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,1.0,98.0,5.157894736842105,-1.0000000000000002,113.4,5.968421052631579,0.1029304411304619,W (+3),W (+3)
63.0,52.0,2023-03-04,28-022,MIL,PHI,0,15.9,3.0,4.0,.750,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,6.1,-4,2.0,2.0,1.0,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,82.0,4.315789473684211,6.1,97.1,5.110526315789474,0.1029304411304619,,
64.0,53.0,2023-03-05,28-023,MIL,WAS,0,19.28333333333333,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,7.0,7.0,2.0,0.0,0.0,2.0,1.0,5.0,2.7,+8,2.0,1.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,6.0,81.0,4.2631578947368425,2.700000000000001,92.6,4.873684210526315,0.1029304411304619,W (+14),W (+14)
65.0,54.0,2023-03-07,28-025,MIL,ORL,1,30.866666666666667,8.0,13.0,.615,0.0,3.0,.000,0,0.0,,0.0,11.0,11.0,1.0,0.0,0.0,3.0,2.0,16.0,10.3,+10,10.0,8.0,0.8,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,12.0,55.0,2.894736842105264,10.3,75.80000000000003,3.989473684210528,0.1029304411304619,W (+22),W (+22)
66.0,55.0,2023-03-09,28-027,MIL,BRK,1,30.4,11.0,15.0,.733,3.0,4.0,.750,3,4.0,.750,3.0,10.0,13.0,2.0,0.0,0.0,3.0,3.0,28.0,23.8,+5,11.0,8.0,0.7272727272727273,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,21.0,66.0,3.473684210526316,22.6,71.1,3.742105263157895,0.1029304411304619,L (-3),L (-3)
67.0,56.0,2023-03-11,28-029,MIL,GSW,1,31.666666666666668,5.0,11.0,.455,2.0,2.0,1.000,3,3.0,1.000,2.0,11.0,13.0,2.0,0.0,0.0,1.0,0.0,15.0,14.4,-14,9.0,3.0,0.3333333333333333,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,15.0,76.0,4.0,13.2,86.9,4.5736842105263165,0.1029304411304619,W (+6),W (+6)
68.0,57.0,2023-03-13,28-031,MIL,SAC,0,18.866666666666667,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.2,+1,1.0,1.0,1.0,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,2.0,100.0,5.2631578947368425,1.7999999999999994,110.1,5.794736842105263,0.1029304411304619,W (+11),W (+11)
69.0,58.0,2023-03-14,28-032,MIL,PHO,0,19.7,4.0,9.0,.444,1.0,3.0,.333,2,3.0,.667,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,8.5,-16,6.0,3.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,53.0,2.789473684210526,7.699999999999998,70.30000000000001,3.7000000000000006,0.1029304411304619,W (+5),W (+5)
70.0,59.0,2023-03-16,28-034,MIL,IND,1,33.083333333333336,6.0,11.0,.545,0.0,3.0,.000,4,4.0,1.000,2.0,7.0,9.0,0.0,0.0,2.0,1.0,2.0,16.0,13.8,+5,8.0,6.0,0.75,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,11.0,63.0,3.3157894736842106,12.199999999999998,76.0,4.0,0.1029304411304619,L (-9),L (-9)
71.0,60.0,2023-03-19,28-037,MIL,TOR,0,24.183333333333334,6.0,13.0,.462,2.0,6.0,.333,0,0.0,,1.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,14.0,10.1,+13,7.0,4.0,0.5714285714285714,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,10.0,95.0,5.0,10.099999999999996,102.7,5.405263157894737,0.1029304411304619,W (+9),W (+9)
72.0,61.0,2023-03-22,28-040,MIL,SAS,0,25.4,7.0,14.0,.500,3.0,6.0,.500,2,8.0,.250,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,19.0,13.6,+16,8.0,4.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,78.0,4.105263157894737,12.8,88.60000000000001,4.663157894736843,0.1029304411304619,W (+12),W (+12)
73.0,62.0,2023-03-24,28-042,MIL,UTA,0,22.25,2.0,9.0,.222,0.0,4.0,.000,1,2.0,.500,1.0,7.0,8.0,2.0,0.0,0.0,0.0,4.0,5.0,1.7,+3,5.0,2.0,0.4,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,123.0,6.473684210526316,1.3000000000000005,130.30000000000004,6.857894736842107,0.1029304411304619,L (-16),L (-16)
74.0,63.0,2023-03-25,28-043,MIL,DEN,0,24.883333333333333,4.0,11.0,.364,1.0,4.0,.250,2,2.0,1.000,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,11.0,6.3,-8,7.0,3.0,0.4285714285714285,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,4.0,59.0,3.1052631578947367,5.5,68.6,3.610526315789474,0.1029304411304619,W (+7),W (+7)
75.0,64.0,2023-03-27,28-045,MIL,DET,1,31.25,7.0,14.0,.500,3.0,7.0,.429,4,4.0,1.000,3.0,11.0,14.0,2.0,0.0,1.0,0.0,1.0,21.0,21.1,-1,7.0,4.0,0.5714285714285714,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,20.0,57.0,3.0,19.5,75.3,3.9631578947368418,0.1029304411304619,W (+36),W (+36)
76.0,65.0,2023-03-29,28-047,MIL,IND,0,23.216666666666665,5.0,7.0,.714,1.0,1.0,1.000,1,2.0,.500,1.0,7.0,8.0,0.0,0.0,0.0,2.0,4.0,12.0,7.9,0,6.0,4.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,99.0,5.2105263157894735,7.500000000000002,122.4,6.442105263157895,0.1029304411304619,W (+28),W (+28)
77.0,66.0,2023-03-30,28-048,MIL,BOS,0,20.366666666666667,5.0,14.0,.357,2.0,6.0,.333,0,0.0,,4.0,6.0,10.0,0.0,0.0,0.0,2.0,1.0,12.0,6.4,-25,8.0,3.0,0.375,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,6.0,29.0,1.5263157894736843,6.400000000000002,43.10000000000001,2.26842105263158,0.1029304411304619,L (-23),L (-23)
78.0,67.0,2023-04-02,28-051,MIL,PHI,0,27.5,8.0,11.0,.727,2.0,3.0,.667,0,0.0,,0.0,5.0,5.0,0.0,1.0,1.0,1.0,3.0,18.0,14.5,+6,8.0,6.0,0.75,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,81.0,4.2631578947368425,14.5,90.6,4.768421052631578,0.1029304411304619,W (+9),W (+9)
79.0,68.0,2023-04-04,28-053,MIL,WAS,0,31.1,5.0,15.0,.333,5.0,9.0,.556,4,8.0,.500,5.0,15.0,20.0,4.0,0.0,0.0,1.0,1.0,19.0,18.3,-8,6.0,0.0,0.0,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,19.0,71.0,3.736842105263158,16.700000000000003,80.6,4.242105263157894,0.1029304411304619,W (+13),W (+13)
80.0,69.0,2023-04-05,28-054,MIL,CHI,1,36.95,9.0,18.0,.500,6.0,9.0,.667,3,3.0,1.000,2.0,11.0,13.0,1.0,1.0,0.0,0.0,1.0,27.0,24.0,+10,9.0,3.0,0.3333333333333333,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,21.0,61.0,3.210526315789474,22.8,68.30000000000001,3.594736842105264,0.1029304411304619,L (-41),L (-41)
81.0,,2023-04-07,28-056,MIL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,51.0,2.6842105263157894,0.0,57.8,3.0421052631578944,0.1029304411304619,W (+13),W (+13)
