Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,19.0,2022-12-09,23-105,MIN,UTA,0,17.15,4.0,10.0,.400,3.0,6.0,.500,1,1.0,1.000,1.0,3.0,4.0,1.0,0.0,1.0,4.0,2.0,12.0,4.8,-5,4.0,1.0,0.25,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,3.0,64.0,3.555555555555556,4.399999999999997,62.2,3.455555555555556,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+6),W (+6)
26.0,20.0,2022-12-10,23-106,MIN,POR,0,14.45,6.0,12.0,.500,0.0,2.0,.000,3,3.0,1.000,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,15.0,12.7,-17,10.0,6.0,0.6,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,6.0,51.0,2.833333333333333,11.499999999999998,60.50000000000001,3.361111111111112,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+10),W (+10)
27.0,21.0,2022-12-12,23-108,MIN,POR,0,18.266666666666666,4.0,4.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,10.0,8.5,-12,3.0,3.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,61.0,3.388888888888889,8.099999999999998,69.10000000000001,3.8388888888888895,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-6),L (-6)
28.0,22.0,2022-12-14,23-110,MIN,LAC,0,20.08333333333333,3.0,5.0,.600,0.0,0.0,,3,4.0,.750,1.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,9.0,8.1,-15,5.0,3.0,0.6,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,52.0,2.888888888888889,6.899999999999999,64.3,3.572222222222222,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-21),L (-21)
29.0,23.0,2022-12-16,23-112,MIN,OKC,1,36.65,11.0,18.0,.611,3.0,5.0,.600,3,7.0,.429,3.0,6.0,9.0,3.0,3.0,1.0,3.0,3.0,28.0,23.7,+21,13.0,8.0,0.6153846153846154,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,16.0,64.0,3.555555555555556,22.5,80.8,4.488888888888889,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-11),L (-11)
30.0,24.0,2022-12-18,23-114,MIN,CHI,1,11.866666666666667,4.0,4.0,1.000,2.0,2.0,1.000,0,2.0,.000,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,9.9,+14,2.0,2.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,114.0,6.333333333333333,9.9,123.6,6.866666666666666,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+2),W (+2)
31.0,25.0,2022-12-19,23-115,MIN,DAL,1,40.0,11.0,19.0,.579,2.0,6.0,.333,3,4.0,.750,2.0,11.0,13.0,1.0,2.0,1.0,2.0,2.0,27.0,23.0,+17,13.0,9.0,0.6923076923076923,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,19.0,48.0,2.6666666666666665,21.8,60.49999999999999,3.3611111111111107,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+24),W (+24)
32.0,26.0,2022-12-21,23-117,MIN,DAL,0,12.566666666666666,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,5.0,6.0,5.4,-1,1.0,0.0,0.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,9.0,59.0,3.2777777777777777,5.4,77.80000000000001,4.322222222222223,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+10),W (+10)
33.0,27.0,2022-12-23,23-119,MIN,BOS,0,25.08333333333333,6.0,10.0,.600,2.0,4.0,.500,0,0.0,,1.0,4.0,5.0,2.0,0.0,2.0,4.0,4.0,14.0,8.5,-1,6.0,4.0,0.6666666666666666,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,9.0,51.0,2.833333333333333,8.499999999999995,58.2,3.2333333333333334,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-5),L (-5)
34.0,28.0,2022-12-26,23-122,MIN,MIA,0,29.25,8.0,15.0,.533,1.0,4.0,.250,4,5.0,.800,2.0,9.0,11.0,2.0,0.0,1.0,3.0,1.0,21.0,16.1,+13,11.0,7.0,0.6363636363636364,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,12.0,64.0,3.555555555555556,14.499999999999996,67.69999999999999,3.761111111111111,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-12),L (-12)
35.0,29.0,2022-12-28,23-124,MIN,NOP,0,25.466666666666665,5.0,8.0,.625,2.0,5.0,.400,1,2.0,.500,0.0,6.0,6.0,1.0,0.0,2.0,1.0,1.0,13.0,11.5,+6,3.0,3.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,11.0,52.0,2.888888888888889,11.099999999999998,63.69999999999999,3.5388888888888883,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-3),L (-3)
36.0,30.0,2022-12-30,23-126,MIN,MIL,1,29.8,7.0,18.0,.389,2.0,8.0,.250,0,0.0,,1.0,6.0,7.0,1.0,1.0,1.0,0.0,5.0,16.0,9.1,-6,10.0,5.0,0.5,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,55.0,3.055555555555556,9.1,75.70000000000002,4.205555555555557,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-1),L (-1)
37.0,31.0,2022-12-31,23-127,MIN,DET,0,23.98333333333333,3.0,6.0,.500,0.0,2.0,.000,0,0.0,,2.0,7.0,9.0,0.0,2.0,2.0,3.0,2.0,6.0,6.1,-8,4.0,3.0,0.75,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,10.0,41.0,2.2777777777777777,6.1,47.5,2.638888888888889,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-9),L (-9)
38.0,,2023-01-02,23-129,MIN,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,92.0,5.111111111111111,0.0,112.2,6.233333333333333,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-12),L (-12)
39.0,,2023-01-04,23-131,MIN,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,60.0,3.333333333333333,0.0,74.5,4.138888888888889,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+13),W (+13)
40.0,32.0,2023-01-06,23-133,MIN,LAC,0,9.25,4.0,4.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,7.4,-14,2.0,2.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,5.0,73.0,4.055555555555555,7.4,84.89999999999998,4.716666666666665,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+7),W (+7)
41.0,33.0,2023-01-08,23-135,MIN,HOU,0,10.383333333333333,3.0,4.0,.750,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,7.3,-8,4.0,3.0,0.75,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,60.0,3.333333333333333,7.3,64.7,3.594444444444445,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+13),W (+13)
42.0,34.0,2023-01-11,23-138,MIN,DET,0,13.483333333333333,4.0,7.0,.571,0.0,0.0,,0,0.0,,6.0,2.0,8.0,0.0,0.0,0.0,2.0,2.0,8.0,6.7,-16,7.0,4.0,0.5714285714285714,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,45.0,2.5,6.699999999999999,61.3,3.4055555555555554,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,,
43.0,35.0,2023-01-13,23-140,MIN,PHO,0,15.483333333333333,5.0,8.0,.625,1.0,3.0,.333,2,2.0,1.000,2.0,4.0,6.0,3.0,2.0,0.0,2.0,1.0,13.0,13.7,+5,5.0,4.0,0.8,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,12.0,75.0,4.166666666666667,12.899999999999991,85.89999999999999,4.772222222222222,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+8),W (+8)
44.0,36.0,2023-01-14,23-141,MIN,CLE,0,28.15,8.0,16.0,.500,1.0,7.0,.143,0,0.0,,2.0,5.0,7.0,0.0,0.0,1.0,1.0,4.0,17.0,10.0,-5,9.0,7.0,0.7777777777777778,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,68.0,3.7777777777777777,9.999999999999998,84.8,4.711111111111111,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-17),L (-17)
45.0,37.0,2023-01-16,23-143,MIN,UTA,0,21.766666666666666,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,4.0,3.0,7.0,0.0,0.0,2.0,1.0,5.0,7.0,4.7,-6,4.0,2.0,0.5,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,67.0,3.7222222222222223,4.700000000000001,80.9,4.4944444444444445,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+5),W (+5)
46.0,38.0,2023-01-18,23-145,MIN,DEN,1,25.95,4.0,9.0,.444,0.0,5.0,.000,9,10.0,.900,1.0,2.0,3.0,2.0,0.0,3.0,3.0,5.0,17.0,11.7,+2,4.0,4.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,3.0,82.0,4.555555555555555,8.099999999999998,91.29999999999998,5.072222222222221,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+8),W (+8)
47.0,39.0,2023-01-19,23-146,MIN,TOR,1,22.08333333333333,2.0,6.0,.333,1.0,1.0,1.000,0,0.0,,0.0,7.0,7.0,2.0,2.0,1.0,4.0,3.0,5.0,2.6,+16,5.0,1.0,0.2,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,84.0,4.666666666666667,2.6000000000000005,97.2,5.4,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-1),L (-1)
48.0,40.0,2023-01-21,23-148,MIN,HOU,1,15.15,2.0,7.0,.286,0.0,4.0,.000,1,1.0,1.000,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,5.0,1.4,-9,3.0,2.0,0.6666666666666666,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,1.0,79.0,4.388888888888889,1.0000000000000004,87.39999999999998,4.855555555555554,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,L (-4),L (-4)
49.0,41.0,2023-01-23,23-150,MIN,HOU,0,9.133333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.4,-2,1.0,1.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,2.0,52.0,2.888888888888889,2.4,57.70000000000001,3.205555555555556,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+2),W (+2)
50.0,42.0,2023-01-25,23-152,MIN,NOP,0,13.5,1.0,1.0,1.000,1.0,1.0,1.000,3,4.0,.750,1.0,6.0,7.0,0.0,2.0,2.0,1.0,2.0,6.0,9.4,-4,0.0,0.0,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,11.0,54.0,3.0,8.200000000000001,72.7,4.038888888888889,18.5,3.0,1.0,0.3,0.8,0.0822624815673056,0.617,0.376,0.22,1.0,1.1,W (+9),W (+9)
