Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
57.0,22.0,2023-02-07,21-142,MIN,DEN,0,17.8,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,+2,2.0,1.0,0.5,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,39.0,2.1666666666666665,3.0,59.7,3.316666666666667,0.0044238466399831,L (-7),L (-7)
58.0,23.0,2023-02-08,21-143,MIN,UTA,0,4.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,134.0,7.444444444444445,0.0,140.2,7.788888888888888,0.0044238466399831,W (+30),W (+30)
59.0,24.0,2023-02-10,21-145,MIN,MEM,0,1.65,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,63.0,3.5,0.3,70.9,3.938888888888889,0.0044238466399831,L (-34),L (-34)
60.0,,2023-02-13,21-148,MIN,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,79.0,4.388888888888889,0.0,103.1,5.727777777777778,0.0044238466399831,W (+25),W (+25)
61.0,,2023-02-16,21-151,MIN,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,69.0,3.8333333333333335,0.0,81.9,4.550000000000001,0.0044238466399831,L (-21),L (-21)
62.0,,2023-02-24,21-159,MIN,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,81.39999999999999,4.522222222222222,0.0044238466399831,W (+3),W (+3)
63.0,,2023-02-26,21-161,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,78.8,4.377777777777777,0.0044238466399831,,
64.0,,2023-02-28,21-163,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,99.1,5.505555555555556,0.0044238466399831,L (-8),L (-8)
65.0,,2023-03-03,21-166,MIN,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,65.0,3.611111111111111,0.0,75.8,4.211111111111111,0.0044238466399831,L (-8),L (-8)
66.0,,2023-03-04,21-167,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,84.0,4.666666666666667,0.0,95.9,5.327777777777778,0.0044238466399831,L (-5),L (-5)
67.0,25.0,2023-03-07,21-170,MIN,PHI,0,4.683333333333334,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.7,-4,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,63.0,3.5,2.7,77.0,4.277777777777778,0.0044238466399831,W (+7),W (+7)
68.0,,2023-03-10,21-173,MIN,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,79.70000000000002,4.427777777777779,0.0044238466399831,W (+8),W (+8)
69.0,26.0,2023-03-13,21-176,MIN,ATL,0,1.8,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-2,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,115.0,6.388888888888889,0.7,135.6,7.533333333333333,0.0044238466399831,W (+4),W (+4)
70.0,,2023-03-15,21-178,MIN,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,64.0,3.555555555555556,0.0,77.0,4.277777777777778,0.0044238466399831,L (-23),L (-23)
71.0,,2023-03-17,21-180,MIN,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,75.0,4.166666666666667,0.0,92.3,5.127777777777777,0.0044238466399831,L (-1),L (-1)
72.0,27.0,2023-03-18,21-181,MIN,TOR,0,3.0166666666666666,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,+4,3.0,1.0,0.3333333333333333,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,60.0,3.333333333333333,2.0,66.70000000000002,3.7055555555555566,0.0044238466399831,W (+21),W (+21)
73.0,,2023-03-20,21-183,MIN,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,97.0,5.388888888888889,0.0044238466399831,L (-2),L (-2)
74.0,,2023-03-22,21-185,MIN,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,92.5,5.138888888888889,0.0044238466399831,L (-8),L (-8)
75.0,,2023-03-26,21-189,MIN,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,61.0,3.388888888888889,0.0,61.49999999999999,3.416666666666666,0.0044238466399831,L (-15),L (-15)
76.0,,2023-03-27,21-190,MIN,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,88.0,4.888888888888889,0.0,104.4,5.800000000000001,0.0044238466399831,W (+6),W (+6)
77.0,,2023-03-29,21-192,MIN,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,67.0,3.7222222222222223,0.0,72.2,4.011111111111111,0.0044238466399831,W (+1),W (+1)
78.0,,2023-03-31,21-194,MIN,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,52.0,2.888888888888889,0.0,69.29999999999998,3.849999999999999,0.0044238466399831,W (+3),W (+3)
79.0,,2023-04-02,21-196,MIN,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,84.0,4.666666666666667,0.0,91.9,5.105555555555556,0.0044238466399831,W (+4),W (+4)
80.0,,2023-04-04,21-198,MIN,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,72.0,4.0,0.0,82.19999999999999,4.566666666666666,0.0044238466399831,L (-7),L (-7)
81.0,28.0,2023-04-08,21-202,MIN,SAS,0,3.7666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,102.0,5.666666666666667,0.0,110.0,6.111111111111111,0.0044238466399831,L (-12),L (-12)
82.0,29.0,2023-04-09,21-203,MIN,NOP,0,0.0666666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,+2,1.0,1.0,1.0,28,19,13,20,26,24,13,15,6,23,18,22,25,23,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,0.0,0.3544303797468354,0.3653846153846153,0.52,0.2816901408450704,0.3291139240506329,0.3692307692307692,0.3023255813953488,1.0,0.2068965517241379,0.3333333333333333,0.6428571428571429,0.5789473684210527,0.3676470588235294,0.3285714285714285,0.2592592592592592,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,60.0,3.333333333333333,2.3999999999999995,63.5,3.5277777777777777,0.0044238466399831,L (-2),L (-2)
