Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,16,2023-02-09,31-181,MIL,@,LAL,W (+9),0,24:38,10.0,18.0,.556,1.0,6.0,.167,1,1.0,1.000,0.0,5.0,5.0,3.0,0.0,1.0,1.0,2.0,22.0,15.9,+4,12.0,9.0,0.75,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,11.0,64.0,3.555555555555556,15.500000000000004,71.3,3.961111111111111
57,56,,2023-02-10,31-182,MIL,@,LAC,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,86.0,4.777777777777778,0.0,95.0,5.277777777777778
58,57,17,2023-02-14,31-186,MIL,,BOS,W (+6),0,24:52,7.0,16.0,.438,1.0,4.0,.250,1,1.0,1.000,4.0,7.0,11.0,4.0,0.0,0.0,1.0,3.0,16.0,13.1,+19,12.0,6.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,13.0,62.0,3.4444444444444446,12.700000000000005,77.4,4.300000000000001
59,58,,2023-02-16,31-188,MIL,@,CHI,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,81.0,4.5,0.0,87.39999999999998,4.855555555555554
60,59,18,2023-02-24,31-196,MIL,,MIA,W (+29),0,17:21,4.0,8.0,.500,2.0,4.0,.500,2,2.0,1.000,1.0,3.0,4.0,5.0,1.0,0.0,2.0,2.0,12.0,11.3,+17,4.0,2.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,10.0,71.0,3.9444444444444446,10.499999999999998,79.30000000000001,4.405555555555556
61,60,19,2023-02-26,31-198,MIL,,PHO,W (+3),0,25:29,4.0,13.0,.308,0.0,3.0,.000,3,4.0,.750,3.0,7.0,10.0,6.0,0.0,0.0,4.0,3.0,11.0,6.3,+7,10.0,4.0,0.4,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,6.0,42.0,2.333333333333333,5.100000000000001,55.10000000000001,3.061111111111112
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,20,2023-02-28,31-200,MIL,@,BRK,W (+14),0,22:36,7.0,13.0,.538,3.0,7.0,.429,1,2.0,.500,0.0,4.0,4.0,6.0,2.0,0.0,3.0,1.0,18.0,15.3,+15,6.0,4.0,0.6666666666666666,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,12.0,73.0,4.055555555555555,14.900000000000002,77.80000000000001,4.322222222222223
64,62,,2023-03-01,31-201,MIL,,ORL,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,99.0,5.5,0.0,112.4,6.2444444444444445
65,63,21,2023-03-04,31-204,MIL,,PHI,L (-3),0,27:22,2.0,8.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,6.0,1.9,-2,6.0,2.0,0.3333333333333333,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,1.0,89.0,4.944444444444445,1.1000000000000003,102.1,5.672222222222222
66,64,,2023-03-05,31-205,MIL,@,WAS,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,87.0,4.833333333333333,0.0,95.3,5.294444444444444
67,65,22,2023-03-07,31-207,MIL,@,ORL,W (+11),1,30:34,5.0,9.0,.556,1.0,3.0,.333,13,14.0,.929,0.0,4.0,4.0,11.0,1.0,0.0,3.0,0.0,24.0,26.2,-1,6.0,4.0,0.6666666666666666,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,14.0,53.0,2.9444444444444446,21.0,65.10000000000002,3.616666666666668
68,66,23,2023-03-09,31-209,MIL,,BRK,W (+5),1,29:23,5.0,19.0,.263,1.0,4.0,.250,0,0.0,,4.0,3.0,7.0,7.0,0.0,0.0,2.0,2.0,11.0,5.5,+2,15.0,4.0,0.2666666666666666,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,4.0,83.0,4.611111111111111,5.499999999999999,88.2,4.9
69,67,24,2023-03-11,31-211,MIL,@,GSW,L (-9),1,33:48,7.0,14.0,.500,3.0,4.0,.750,2,4.0,.500,2.0,1.0,3.0,5.0,4.0,0.0,4.0,5.0,19.0,14.4,-5,10.0,4.0,0.4,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,9.0,82.0,4.555555555555555,13.6,86.5,4.805555555555555
70,68,25,2023-03-13,31-213,MIL,@,SAC,W (+9),1,33:48,9.0,15.0,.600,5.0,8.0,.625,8,8.0,1.000,0.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,31.0,30.5,+5,7.0,4.0,0.5714285714285714,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,20.0,82.0,4.555555555555555,27.3,84.6,4.699999999999999
71,69,,2023-03-14,31-214,MIL,@,PHO,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,57.0,3.1666666666666665,0.0,78.0,4.333333333333333
72,70,26,2023-03-16,31-216,MIL,,IND,L (-16),1,32:36,6.0,15.0,.400,0.0,5.0,.000,4,4.0,1.000,0.0,1.0,1.0,7.0,0.0,1.0,1.0,2.0,16.0,12.0,0,10.0,6.0,0.6,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,5.0,69.0,3.8333333333333335,10.399999999999997,77.8,4.322222222222222
73,71,27,2023-03-19,31-219,MIL,,TOR,W (+7),1,32:07,7.0,13.0,.538,5.0,8.0,.625,1,2.0,.500,2.0,6.0,8.0,5.0,0.0,1.0,4.0,3.0,20.0,15.5,+2,5.0,2.0,0.4,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,15.0,90.0,5.0,15.1,97.7,5.427777777777778
74,72,28,2023-03-22,31-222,MIL,,SAS,W (+36),1,28:54,8.0,15.0,.533,1.0,6.0,.167,2,2.0,1.000,0.0,3.0,3.0,10.0,1.0,0.0,6.0,1.0,19.0,14.2,+26,9.0,7.0,0.7777777777777778,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,10.0,76.0,4.222222222222222,13.4,88.00000000000001,4.888888888888889
75,73,,2023-03-24,31-224,MIL,@,UTA,W (+28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,127.0,7.055555555555555,0.0,131.60000000000002,7.311111111111113
76,74,29,2023-03-25,31-225,MIL,@,DEN,L (-23),1,28:52,6.0,14.0,.429,1.0,5.0,.200,0,0.0,,0.0,8.0,8.0,5.0,2.0,0.0,2.0,0.0,13.0,11.5,-6,9.0,5.0,0.5555555555555556,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,12.0,51.0,2.833333333333333,11.500000000000002,62.6,3.477777777777778
77,75,30,2023-03-27,31-227,MIL,@,DET,W (+9),1,33:23,13.0,23.0,.565,1.0,7.0,.143,7,8.0,.875,3.0,5.0,8.0,5.0,0.0,0.0,2.0,2.0,34.0,27.0,+11,16.0,12.0,0.75,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,14.0,63.0,3.5,24.200000000000006,70.6,3.922222222222222
78,76,,2023-03-29,31-229,MIL,@,IND,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,108.0,6.0,0.0,129.89999999999998,7.216666666666665
79,77,31,2023-03-30,31-230,MIL,,BOS,L (-41),1,19:55,5.0,13.0,.385,1.0,4.0,.250,2,2.0,1.000,2.0,3.0,5.0,4.0,0.0,0.0,1.0,2.0,13.0,9.2,-25,9.0,4.0,0.4444444444444444,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,6.0,29.0,1.6111111111111112,8.399999999999997,41.10000000000001,2.2833333333333337
80,78,32,2023-04-02,31-233,MIL,,PHI,W (+13),1,31:52,6.0,14.0,.429,3.0,8.0,.375,4,4.0,1.000,0.0,3.0,3.0,9.0,0.0,0.0,1.0,2.0,19.0,17.0,+7,6.0,3.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,12.0,82.0,4.555555555555555,15.399999999999997,89.7,4.983333333333333
81,79,,2023-04-04,31-235,MIL,@,WAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,90.0,5.0,0.0,97.3,5.405555555555555
82,80,33,2023-04-05,31-236,MIL,,CHI,W (+13),1,8:24,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.8,+9,2.0,0.0,0.0,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,-3.0,85.0,4.722222222222222,-2.8,93.90000000000003,5.216666666666669
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
