Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,JD Davison,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with JD Davison,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,co_inf with Deonte Burton,co_inf with PJ Dozier,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
68.0,21.0,2023-03-13,22-216,SAC,MIL,0,17.783333333333335,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.2,+1,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,-2.0,71.0,1.9722222222222223,-2.2,80.59999999999998,2.2388888888888885,0.0085875934532228,W (+15),W (+15)
69.0,22.0,2023-03-15,22-218,SAC,CHI,0,17.916666666666668,1.0,5.0,.200,1.0,4.0,.250,1,2.0,.500,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,-22,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,0.0,55.0,1.5277777777777777,0.6000000000000001,61.8,1.7166666666666666,0.0085875934532228,W (+5),W (+5)
70.0,23.0,2023-03-16,22-219,SAC,BRK,0,23.58333333333333,4.0,6.0,.667,2.0,4.0,.500,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,10.0,6.2,0,2.0,2.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,6.0,99.0,2.75,6.200000000000001,108.7,3.0194444444444444,0.0085875934532228,W (+9),W (+9)
71.0,24.0,2023-03-18,22-221,SAC,WAS,1,18.95,3.0,3.0,1.000,2.0,2.0,1.000,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,8.2,-5,1.0,1.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,7.0,68.0,1.8888888888888888,7.799999999999998,83.1,2.308333333333333,0.0085875934532228,L (-9),L (-9)
72.0,25.0,2023-03-20,22-223,SAC,UTA,1,19.116666666666667,2.0,4.0,.500,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,6.0,5.0,+16,2.0,2.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,3.0,60.0,1.6666666666666667,4.2,71.19999999999999,1.9777777777777767,0.0085875934532228,W (+3),W (+3)
73.0,26.0,2023-03-21,22-224,SAC,BOS,1,19.766666666666666,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,3.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,8.0,8.0,-14,1.0,1.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,8.0,78.0,2.1666666666666665,7.999999999999997,103.6,2.8777777777777778,0.0085875934532228,W (+5),W (+5)
74.0,27.0,2023-03-24,22-227,SAC,PHO,0,10.933333333333334,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.2,+2,1.0,1.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,3.0,76.0,2.111111111111111,2.2,96.6,2.683333333333333,0.0085875934532228,W (+14),W (+14)
75.0,28.0,2023-03-25,22-228,SAC,UTA,0,13.433333333333334,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,5.6,+2,2.0,1.0,0.5,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,6.0,51.0,1.4166666666666667,4.8,70.30000000000003,1.9527777777777784,0.0085875934532228,L (-8),L (-8)
76.0,29.0,2023-03-27,22-230,SAC,MIN,0,5.8,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.7,-3,1.0,1.0,1.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,1.0,94.0,2.611111111111111,1.6999999999999995,101.3,2.8138888888888887,0.0085875934532228,L (-23),L (-23)
77.0,30.0,2023-03-29,22-232,SAC,POR,0,11.333333333333334,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,+4,0.0,0.0,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,4.0,112.0,3.111111111111111,3.0,119.2,3.311111111111112,0.0085875934532228,W (+8),W (+8)
78.0,31.0,2023-03-31,22-234,SAC,POR,0,17.916666666666668,4.0,7.0,.571,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,10.0,9.4,,3.0,2.0,0.6666666666666666,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,7.0,58.0,1.6111111111111112,9.4,87.1,2.4194444444444443,0.0085875934532228,W (+8),W (+8)
79.0,32.0,2023-04-02,22-236,SAC,SAS,0,22.183333333333334,2.0,7.0,.286,1.0,5.0,.200,1,1.0,1.000,2.0,4.0,6.0,1.0,2.0,0.0,0.0,5.0,6.0,5.2,-1,2.0,1.0,0.5,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,7.0,89.0,2.4722222222222223,4.799999999999998,101.5,2.8194444444444446,0.0085875934532228,L (-4),L (-4)
80.0,33.0,2023-04-04,22-238,SAC,NOP,0,11.116666666666667,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.0,+3,0.0,0.0,,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,3.0,79.0,2.1944444444444446,-0.9999999999999998,92.59999999999998,2.572222222222221,0.0085875934532228,W (+40),W (+40)
81.0,34.0,2023-04-05,22-239,SAC,DAL,0,9.783333333333331,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,-10,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,2.0,40.0,1.1111111111111112,1.6999999999999995,56.10000000000001,1.5583333333333336,0.0085875934532228,W (+24),W (+24)
82.0,35.0,2023-04-07,22-241,SAC,GSW,0,22.58333333333333,2.0,3.0,.667,1.0,1.0,1.000,1,2.0,.500,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,8.7,+5,2.0,1.0,0.5,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,7.0,51.0,1.4166666666666667,8.3,61.4,1.7055555555555555,0.0085875934532228,L (-8),L (-8)
83.0,36.0,2023-04-09,22-243,SAC,DEN,0,9.766666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.3,-8,1.0,0.0,0.0,1,9,13,10,12,11,12,12,8,8,12,13,1,13,7,2,8,1.0,42.0,57.0,23.0,48.0,53.0,74.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2142857142857142,0.2280701754385964,0.4347826086956521,0.25,0.2075471698113207,0.1621621621621621,0.2553191489361702,0.1333333333333333,0.2285714285714285,0.1578947368421052,0.325,1.0,0.1710526315789473,0.1147540983606557,0.0476190476190476,0.1379310344827586,12,18,20,18,20,21,21,7,17,19,7,1,8,16,19,19,19,3,6,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,12.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.4615384615384615,0.0,0.2727272727272727,0.25,0.2465753424657534,0.2531645569620253,0.2560975609756097,0.0,0.2625,0.4375,0.2266666666666666,0.0,0.2467532467532467,0.21875,0.2,0.1904761904761904,0.25,0.2567567567567567,0.0,0.0,36,-1.0,0.0,0.0,-2.3,0.0,0.0,0.0085875934532228,W (+18),W (+18)
