Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,53.0,2023-02-24,27-111,SAC,LAC,0,18.916666666666668,4.0,7.0,.571,1.0,3.0,.333,1,1.0,1.000,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,10.0,8.3,-10,4.0,3.0,0.75,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,5.0,104.0,5.777777777777778,7.899999999999999,135.70000000000002,7.53888888888889,0.0567791473024853,L (-11),L (-11)
60.0,54.0,2023-02-26,27-113,SAC,OKC,0,25.4,5.0,8.0,.625,3.0,5.0,.600,3,5.0,.600,2.0,4.0,6.0,3.0,1.0,0.0,1.0,1.0,16.0,15.9,+4,3.0,2.0,0.6666666666666666,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,12.0,72.0,4.0,14.699999999999994,80.50000000000001,4.472222222222223,0.0567791473024853,W (+17),W (+17)
61.0,55.0,2023-02-28,27-115,SAC,OKC,0,12.866666666666667,3.0,7.0,.429,1.0,4.0,.250,2,4.0,.500,2.0,3.0,5.0,0.0,0.0,1.0,2.0,3.0,9.0,4.3,-7,3.0,2.0,0.6666666666666666,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,2.0,83.0,4.611111111111111,3.500000000000001,88.7,4.927777777777778,0.0567791473024853,W (+1),W (+1)
62.0,56.0,2023-03-03,27-118,SAC,LAC,0,21.616666666666667,3.0,5.0,.600,2.0,4.0,.500,2,2.0,1.000,1.0,7.0,8.0,1.0,0.0,1.0,1.0,4.0,10.0,9.3,+10,1.0,1.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,12.0,68.0,3.7777777777777777,8.499999999999996,86.49999999999999,4.8055555555555545,0.0567791473024853,W (+9),W (+9)
63.0,57.0,2023-03-04,27-119,SAC,MIN,0,19.05,4.0,5.0,.800,3.0,4.0,.750,4,6.0,.667,2.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,15.0,16.9,+4,1.0,1.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,14.0,60.0,3.333333333333333,15.3,86.2,4.788888888888889,0.0567791473024853,,
64.0,58.0,2023-03-06,27-121,SAC,NOP,0,17.583333333333332,6.0,9.0,.667,1.0,4.0,.250,1,2.0,.500,0.0,5.0,5.0,4.0,0.0,0.0,1.0,2.0,14.0,12.2,+17,5.0,5.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,11.0,87.0,4.833333333333333,11.799999999999995,102.0,5.666666666666667,0.0567791473024853,W (+6),W (+6)
65.0,59.0,2023-03-09,27-124,SAC,NYK,0,24.55,4.0,7.0,.571,1.0,4.0,.250,7,7.0,1.000,0.0,6.0,6.0,0.0,1.0,0.0,3.0,3.0,16.0,11.3,0,3.0,3.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,71.0,3.9444444444444446,8.500000000000004,85.79999999999998,4.766666666666666,0.0567791473024853,W (+1),W (+1)
66.0,60.0,2023-03-11,27-126,SAC,PHO,0,21.35,4.0,8.0,.500,3.0,5.0,.600,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,13.0,8.9,+16,3.0,1.0,0.3333333333333333,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,44.0,2.4444444444444446,8.099999999999998,70.2,3.9,0.0567791473024853,L (-4),L (-4)
67.0,61.0,2023-03-13,27-128,SAC,MIL,0,25.83333333333333,2.0,7.0,.286,2.0,6.0,.333,0,0.0,,1.0,6.0,7.0,4.0,0.0,0.0,0.0,2.0,6.0,6.4,+6,1.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,10.0,86.0,4.777777777777778,6.400000000000002,97.40000000000002,5.411111111111112,0.0567791473024853,W (+15),W (+15)
68.0,,2023-03-15,27-130,SAC,CHI,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,,69.0,3.8333333333333335,0.0,78.39999999999998,4.355555555555554,0.0567791473024853,W (+5),W (+5)
69.0,62.0,2023-03-16,27-131,SAC,BRK,0,17.766666666666666,4.0,8.0,.500,2.0,3.0,.667,1,2.0,.500,0.0,6.0,6.0,1.0,1.0,0.0,1.0,1.0,11.0,8.7,+4,5.0,2.0,0.4,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,8.0,47.0,2.611111111111111,8.299999999999997,54.10000000000001,3.005555555555556,0.0567791473024853,W (+9),W (+9)
70.0,,2023-03-18,27-133,SAC,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,,105.0,5.833333333333333,0.0,114.9,6.383333333333334,0.0567791473024853,L (-9),L (-9)
71.0,63.0,2023-03-20,27-135,SAC,UTA,0,25.666666666666668,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.1,-9,2.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,74.0,4.111111111111111,0.1,90.8,5.044444444444444,0.0567791473024853,W (+3),W (+3)
72.0,64.0,2023-03-21,27-136,SAC,BOS,0,10.433333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,-0.9,-4,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,3.0,60.0,3.333333333333333,-0.8999999999999999,76.3,4.238888888888889,0.0567791473024853,W (+5),W (+5)
73.0,65.0,2023-03-24,27-139,SAC,PHO,0,15.316666666666666,1.0,4.0,.250,0.0,2.0,.000,4,4.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.6,-9,2.0,1.0,0.5,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,-1.0,87.0,4.833333333333333,3.0000000000000004,108.6,6.033333333333333,0.0567791473024853,W (+14),W (+14)
74.0,66.0,2023-03-25,27-140,SAC,UTA,0,14.583333333333334,2.0,5.0,.400,2.0,5.0,.400,4,4.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,8.6,-10,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,4.0,75.0,4.166666666666667,7.0,91.8,5.1,0.0567791473024853,L (-8),L (-8)
75.0,67.0,2023-03-27,27-142,SAC,MIN,0,22.35,1.0,6.0,.167,0.0,2.0,.000,3,4.0,.750,4.0,7.0,11.0,0.0,2.0,0.0,3.0,2.0,5.0,3.9,+6,4.0,1.0,0.25,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,5.0,52.0,2.888888888888889,2.7,72.40000000000002,4.022222222222223,0.0567791473024853,L (-23),L (-23)
76.0,68.0,2023-03-29,27-144,SAC,POR,0,21.08333333333333,2.0,9.0,.222,2.0,7.0,.286,2,2.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,3.3,+34,2.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,1.0,94.0,5.222222222222222,2.5000000000000004,100.5,5.583333333333333,0.0567791473024853,W (+8),W (+8)
77.0,69.0,2023-03-31,27-146,SAC,POR,0,15.866666666666667,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,1.0,7.0,8.0,1.0,1.0,0.0,2.0,2.0,7.0,6.4,,3.0,2.0,0.6666666666666666,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,10.0,106.0,5.888888888888889,6.399999999999997,115.8,6.433333333333334,0.0567791473024853,W (+8),W (+8)
78.0,70.0,2023-04-02,27-148,SAC,SAS,0,11.516666666666667,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.5,+6,1.0,0.0,0.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,6.0,59.0,3.2777777777777777,3.500000000000001,93.0,5.166666666666667,0.0567791473024853,L (-4),L (-4)
79.0,71.0,2023-04-04,27-150,SAC,NOP,0,12.633333333333333,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.1,+14,0.0,0.0,,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,-1.0,97.0,5.388888888888889,-3.1,109.39999999999998,6.077777777777777,0.0567791473024853,W (+40),W (+40)
80.0,72.0,2023-04-05,27-151,SAC,DAL,0,18.966666666666665,3.0,7.0,.429,2.0,4.0,.500,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,7.3,+6,3.0,1.0,0.3333333333333333,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,7.0,75.0,4.166666666666667,7.3,84.29999999999998,4.683333333333333,0.0567791473024853,W (+24),W (+24)
81.0,73.0,2023-04-07,27-153,SAC,GSW,0,22.166666666666668,6.0,12.0,.500,3.0,7.0,.429,0,0.0,,3.0,5.0,8.0,1.0,0.0,1.0,0.0,3.0,15.0,12.8,-2,5.0,3.0,0.6,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,13.0,29.0,1.6111111111111112,12.8,45.00000000000001,2.5000000000000004,0.0567791473024853,L (-8),L (-8)
82.0,74.0,2023-04-09,27-155,SAC,DEN,0,19.683333333333334,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,-2.2,-21,1.0,1.0,1.0,22,1,58,73,65,71,74,72,15,68,30,69,28,5,14,38,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,0.8461538461538461,0.5,0.8787878787878788,0.9125,0.8904109589041096,0.0,0.8987341772151899,0.902439024390244,0.9,0.9375,0.9066666666666666,0.8571428571428571,0.8961038961038961,0.875,1.0,0.875,0.9047619047619048,0.890625,19,12.0,36.0,0.5277777777777778,0.0,18,-2.0,60.0,3.333333333333333,-2.2,71.9,3.994444444444445,0.0567791473024853,W (+18),W (+18)
