Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Torrey Craig,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Dru Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
74.0,73.0,2023/3/21,26-203,BRK,CLE,1.0,37.05,9.0,21.0,0.429,0.0,8.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,18.0,7.2,-16.0,13.0,9.0,0.692307692,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,0.0,72.0,2.4,7.199999999999999,86.0,2.8666666666666667,0.1035518832492756,L (-14),L (-14)
75.0,74.0,2023/3/23,26-205,BRK,CLE,1.0,34.05,11.0,19.0,0.579,2.0,7.0,0.286,8.0,8.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,32.0,23.8,-14.0,12.0,9.0,0.75,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,11.0,55.0,1.8333333333333333,20.60000000000001,69.00000000000001,2.3000000000000003,0.1035518832492756,L (-5),L (-5)
76.0,75.0,2023/3/25,26-207,BRK,MIA,1.0,38.1,7.0,19.0,0.368,3.0,9.0,0.333,10.0,11.0,0.909,0.0,3.0,3.0,7.0,2.0,0.0,2.0,1.0,27.0,21.5,31.0,10.0,4.0,0.4,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,7.0,77.0,2.566666666666667,17.500000000000007,87.1,2.9033333333333333,0.1035518832492756,L (-6),L (-6)
77.0,76.0,2023/3/26,26-208,BRK,ORL,1.0,34.416666666666664,13.0,22.0,0.591,6.0,9.0,0.667,12.0,12.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,44.0,36.0,-11.0,13.0,7.0,0.538461538,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,17.0,44.0,1.4666666666666666,31.20000000000001,42.7,1.4233333333333331,0.1035518832492756,L (-6),L (-6)
78.0,77.0,2023/3/29,26-211,BRK,HOU,1.0,40.36666666666667,8.0,17.0,0.471,4.0,6.0,0.667,7.0,8.0,0.875,2.0,4.0,6.0,6.0,0.0,1.0,3.0,3.0,27.0,21.2,14.0,11.0,4.0,0.363636364,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,12.0,84.0,2.8,18.40000000000001,90.9,3.03,0.1035518832492756,L (-2),L (-2)
79.0,78.0,2023/3/31,26-213,BRK,ATL,1.0,35.666666666666664,16.0,24.0,0.667,5.0,8.0,0.625,5.0,5.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,42.0,33.7,30.0,16.0,11.0,0.6875,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,18.0,84.0,2.8,31.700000000000003,83.5,2.783333333333333,0.1035518832492756,W (+29),W (+29)
80.0,79.0,2023/4/2,26-215,BRK,UTA,1.0,38.93333333333333,9.0,25.0,0.36,1.0,8.0,0.125,11.0,13.0,0.846,0.0,7.0,7.0,2.0,3.0,0.0,1.0,2.0,30.0,20.0,8.0,17.0,8.0,0.470588235,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,3.0,87.0,2.9,15.6,102.0,3.4,0.1035518832492756,L (-13),L (-13)
81.0,80.0,2023/4/4,26-217,BRK,MIN,1.0,39.96666666666667,9.0,24.0,0.375,1.0,5.0,0.2,5.0,6.0,0.833,0.0,5.0,5.0,2.0,2.0,1.0,3.0,2.0,24.0,12.2,-9.0,19.0,8.0,0.421052632,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,1.0,105.0,3.5,10.200000000000005,119.5,3.983333333333333,0.1035518832492756,W (+9),W (+9)
82.0,81.0,2023/4/5,26-218,BRK,DET,1.0,37.55,10.0,26.0,0.385,2.0,11.0,0.182,4.0,5.0,0.8,1.0,2.0,3.0,6.0,0.0,1.0,1.0,0.0,26.0,16.6,25.0,15.0,8.0,0.533333333,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,4.0,82.0,2.7333333333333334,15.000000000000004,97.8,3.26,0.1035518832492756,W (+17),W (+17)
83.0,82.0,2023/4/7,26-220,BRK,ORL,1.0,36.833333333333336,7.0,24.0,0.292,1.0,12.0,0.083,7.0,9.0,0.778,0.0,5.0,5.0,2.0,2.0,0.0,3.0,1.0,22.0,8.7,14.0,12.0,6.0,0.5,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,-5.0,26.0,0.8666666666666667,5.900000000000002,28.500000000000004,0.95,0.1035518832492756,W (+1),W (+1)
84.0,83.0,2023/4/9,26-222,BRK,PHI,1.0,0.0666666666666666,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0.0,0.0,0.0,,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,0.0,0.0,0.0,-0.4,0.0,0.0,0.1035518832492756,,
