Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with Cameron Johnson,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Mikal Bridges,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with Cameron Johnson,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,,2023-01-26,25-027,BRK,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,62.0,2.0,0.0,98.9,3.1903225806451614,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-4),L (-4)
29.0,,2023-01-28,25-029,BRK,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,67.0,2.161290322580645,0.0,78.1,2.519354838709677,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-8),L (-8)
30.0,,2023-01-30,25-031,BRK,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,81.0,2.6129032258064515,0.0,81.80000000000001,2.6387096774193552,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,W (+7),W (+7)
31.0,,2023-02-01,25-033,BRK,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,85.0,2.7419354838709675,0.0,84.59999999999998,2.729032258064516,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,W (+17),W (+17)
32.0,,2023-02-04,25-036,BRK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,103.0,3.3225806451612905,0.0,116.29999999999998,3.751612903225806,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-43),L (-43)
33.0,6.0,2023-02-06,25-038,BRK,LAC,0,13.283333333333331,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,4.9,-13,1.0,1.0,1.0,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,8.0,62.0,2.0,4.9,75.89999999999998,2.448387096774193,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,W (+2),W (+2)
34.0,7.0,2023-02-07,25-039,BRK,PHO,0,11.983333333333333,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,4.5,+4,2.0,1.0,0.5,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,5.0,65.0,2.096774193548387,4.499999999999999,66.09999999999998,2.132258064516128,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-8),L (-8)
35.0,,2023-02-09,25-041,BRK,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,71.0,2.290322580645161,0.0,80.19999999999999,2.587096774193548,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-4),L (-4)
36.0,,2023-02-11,25-043,BRK,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,95.0,3.064516129032258,0.0,101.89999999999998,3.2870967741935475,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,W (+11),W (+11)
37.0,8.0,2023-02-13,25-045,BRK,NYK,0,4.316666666666666,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.4,+1,2.0,2.0,1.0,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,3.0,83.0,2.677419354838709,4.4,97.20000000000002,3.1354838709677426,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-3),L (-3)
38.0,,2023-02-15,25-047,BRK,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,59.0,1.903225806451613,0.0,68.69999999999999,2.216129032258064,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-18),L (-18)
39.0,,2023-02-24,25-056,BRK,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,74.0,2.3870967741935485,0.0,71.1,2.293548387096774,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,W (+11),W (+11)
40.0,,2023-02-26,25-058,BRK,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,69.0,2.225806451612903,0.0,68.1,2.196774193548387,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-44),L (-44)
41.0,9.0,2023-02-28,25-060,BRK,MIL,0,4.65,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.3,+1,1.0,0.0,0.0,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,1.0,88.0,2.838709677419355,2.3000000000000007,102.79999999999998,3.316129032258064,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-2),L (-2)
42.0,,2023-03-01,25-061,BRK,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,96.0,3.096774193548387,0.0,97.0,3.129032258064516,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,,
43.0,,2023-03-03,25-063,BRK,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,77.0,2.4838709677419355,0.0,79.19999999999999,2.5548387096774188,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-14),L (-14)
44.0,,2023-03-05,25-065,BRK,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4,5,2,5,3,4,3,3,3,5,3,4,4,3,1,75.0,71.0,15.0,38.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.0533333333333333,0.0704225352112676,0.1333333333333333,0.131578947368421,0.0714285714285714,0.0588235294117647,0.0555555555555555,0.1666666666666666,0.0,0.046875,0.0909090909090909,0.0375,0.2666666666666666,0.0,0.1290322580645161,0.044776119402985,0.1428571428571428,0.0,1,7,7,3,2,6,3,6,8,3,9,5,9,7,3,6,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.1666666666666666,0.0,0.1228070175438596,0.0714285714285714,0.0869565217391304,0.125,0.0454545454545454,0.1132075471698113,0.1081081081081081,0.036144578313253,0.0,0.0,0.1184210526315789,0.125,0.0,0.0,0.1184210526315789,0.1147540983606557,0.0379746835443038,0.1034482758620689,31,,105.0,3.3870967741935485,0.0,118.5,3.8225806451612905,11.4,0.3,-0.9,-3.8,2.9,0.0012253536816308,0.475,0.422,0.067,0.0,0.1,L (-24),L (-24)
