Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Matisse Thybulle,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Matisse Thybulle,Nassir Little,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Matisse Thybulle,co_inf with Nassir Little,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,7.0,2022-12-16,28-265,NYK,CHI,0,2.4833333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-7,1.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,1.0,68.0,2.3448275862068964,-0.0999999999999999,66.89999999999998,2.306896551724137,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+8),W (+8)
30.0,,2022-12-18,28-267,NYK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,63.0,2.1724137931034484,0.0,75.60000000000001,2.6068965517241383,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+23),W (+23)
31.0,8.0,2022-12-20,28-269,NYK,GSW,0,3.4833333333333334,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+4,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,2.0,71.0,2.4482758620689653,2.7,74.50000000000001,2.56896551724138,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+3),W (+3)
32.0,,2022-12-21,28-270,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,81.0,2.793103448275862,0.0,71.5,2.4655172413793105,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+38),W (+38)
33.0,,2022-12-23,28-272,NYK,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,55.0,1.896551724137931,0.0,64.9,2.237931034482759,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-7),L (-7)
34.0,,2022-12-25,28-274,NYK,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,96.0,3.310344827586207,0.0,86.1,2.968965517241379,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-1),L (-1)
35.0,,2022-12-27,28-276,NYK,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,70.0,2.413793103448276,0.0,68.7,2.36896551724138,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-7),L (-7)
36.0,,2022-12-29,28-278,NYK,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,81.0,2.793103448275862,0.0,94.6,3.262068965517241,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-5),L (-5)
37.0,9.0,2022-12-31,28-280,NYK,HOU,0,2.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,0.0,51.0,1.7586206896551724,0.0,67.30000000000001,2.3206896551724143,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-7),L (-7)
38.0,10.0,2023-01-02,28-282,NYK,PHO,0,1.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-3,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,0.0,45.0,1.5517241379310345,-0.4,48.1,1.6586206896551725,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+20),W (+20)
39.0,,2023-01-04,28-284,NYK,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,55.0,1.896551724137931,0.0,52.09999999999999,1.7965517241379303,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+19),W (+19)
40.0,,2023-01-06,28-286,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,55.0,1.896551724137931,0.0,68.9,2.375862068965517,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+3),W (+3)
41.0,,2023-01-09,28-289,NYK,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,64.0,2.206896551724138,0.0,66.89999999999999,2.306896551724137,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+4),W (+4)
42.0,,2023-01-11,28-291,NYK,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,103.0,3.5517241379310347,0.0,96.6,3.3310344827586205,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,,
43.0,,2023-01-13,28-293,NYK,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,78.0,2.689655172413793,0.0,91.3,3.148275862068965,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,L (-4),L (-4)
44.0,,2023-01-15,28-295,NYK,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,62.0,2.1379310344827585,0.0,72.2,2.4896551724137934,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+6),W (+6)
45.0,,2023-01-16,28-296,NYK,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,62.0,2.1379310344827585,0.0,54.5,1.8793103448275863,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+4),W (+4)
46.0,,2023-01-18,28-298,NYK,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,74.0,2.5517241379310347,0.0,70.19999999999999,2.420689655172413,2.7,-0.2,-8.8,-7.3,-1.5,0.0024733842348639,0.351,0.622,0.0,-0.3,-0.2,W (+13),W (+13)
